FID,IDtramMua,tenTram,capTram,viTriTram,gio,ngay,toaDoX,toaDoY,luongMua,maXa,maHuyen,ghiChu,kinhDo,viDo,day,month,year
135,MUA136,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-16,0,0,8.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,16,5,1996
136,MUA137,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-17,0,0,18.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,17,5,1996
137,MUA138,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-18,0,0,5.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,18,5,1996
138,MUA139,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-19,0,0,7.5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,19,5,1996
139,MUA140,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-20,0,0,31.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,20,5,1996
140,MUA141,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-21,0,0,3.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,21,5,1996
141,MUA142,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-28,0,0,2.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,28,5,1996
142,MUA143,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-29,0,0,20.7,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,29,5,1996
143,MUA144,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-30,0,0,0.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,30,5,1996
144,MUA145,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-05-31,0,0,1.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,31,5,1996
145,MUA146,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-01,0,0,1.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,1,6,1996
146,MUA147,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-02,0,0,5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,2,6,1996
147,MUA148,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-06,0,0,1.5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,6,6,1996
148,MUA149,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-07,0,0,4.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,7,6,1996
149,MUA150,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-09,0,0,2.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,9,6,1996
150,MUA151,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-10,0,0,17.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,10,6,1996
151,MUA152,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-11,0,0,6.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,11,6,1996
152,MUA153,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-13,0,0,0.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,13,6,1996
153,MUA154,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-16,0,0,8.7,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,16,6,1996
154,MUA155,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-18,0,0,4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,18,6,1996
155,MUA156,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-19,0,0,1.5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,19,6,1996
156,MUA157,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-23,0,0,33.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,23,6,1996
157,MUA158,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-25,0,0,2.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,25,6,1996
158,MUA159,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-26,0,0,0.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,26,6,1996
159,MUA160,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-06-30,0,0,3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,30,6,1996
160,MUA161,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-04,0,0,29.5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,4,7,1996
161,MUA162,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-05,0,0,3.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,5,7,1996
162,MUA163,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-08,0,0,25.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,8,7,1996
163,MUA164,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-09,0,0,2.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,9,7,1996
164,MUA165,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-10,0,0,5.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,10,7,1996
165,MUA166,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-15,0,0,12.5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,15,7,1996
166,MUA167,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-16,0,0,1.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,16,7,1996
167,MUA168,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-17,0,0,21,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,17,7,1996
168,MUA169,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-18,0,0,3.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,18,7,1996
169,MUA170,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-19,0,0,24.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,19,7,1996
170,MUA171,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-20,0,0,4.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,20,7,1996
171,MUA172,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-21,0,0,29.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,21,7,1996
172,MUA173,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-24,0,0,4.5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,24,7,1996
173,MUA174,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-26,0,0,35.7,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,26,7,1996
174,MUA175,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-28,0,0,2.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,28,7,1996
175,MUA176,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-29,0,0,7.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,29,7,1996
176,MUA177,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-30,0,0,17.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,30,7,1996
177,MUA178,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-07-31,0,0,8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,31,7,1996
178,MUA179,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-04,0,0,21.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,4,8,1996
179,MUA180,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-09,0,0,5.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,9,8,1996
180,MUA181,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-10,0,0,18.7,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,10,8,1996
181,MUA182,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-11,0,0,13.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,11,8,1996
182,MUA183,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-12,0,0,20.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,12,8,1996
183,MUA184,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-14,0,0,3.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,14,8,1996
184,MUA185,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-21,0,0,42.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,21,8,1996
185,MUA186,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-22,0,0,2.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,22,8,1996
186,MUA187,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-24,0,0,32.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,24,8,1996
187,MUA188,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-25,0,0,0.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,25,8,1996
188,MUA189,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-26,0,0,0.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,26,8,1996
189,MUA190,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-29,0,0,37,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,29,8,1996
190,MUA191,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-08-31,0,0,1.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,31,8,1996
191,MUA192,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-01,0,0,7.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,1,9,1996
192,MUA193,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-02,0,0,10,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,2,9,1996
193,MUA194,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-03,0,0,18.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,3,9,1996
194,MUA195,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-04,0,0,0.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,4,9,1996
195,MUA196,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-07,0,0,20.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,7,9,1996
196,MUA197,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-08,0,0,79.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,8,9,1996
197,MUA198,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-09,0,0,58.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,9,9,1996
198,MUA199,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-10,0,0,9.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,10,9,1996
199,MUA200,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-11,0,0,3.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,11,9,1996
200,MUA201,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-13,0,0,8.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,13,9,1996
201,MUA202,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-14,0,0,18.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,14,9,1996
202,MUA203,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-17,0,0,10.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,17,9,1996
203,MUA204,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-18,0,0,6.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,18,9,1996
204,MUA205,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-24,0,0,5.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,24,9,1996
205,MUA206,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-25,0,0,22.7,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,25,9,1996
206,MUA207,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-26,0,0,60.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,26,9,1996
207,MUA208,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-27,0,0,7.7,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,27,9,1996
208,MUA209,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-28,0,0,2.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,28,9,1996
209,MUA210,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-29,0,0,17.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,29,9,1996
210,MUA211,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-09-30,0,0,3.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,30,9,1996
211,MUA212,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-01,0,0,70,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,1,10,1996
212,MUA213,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-02,0,0,4.7,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,2,10,1996
213,MUA214,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-03,0,0,2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,3,10,1996
214,MUA215,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-06,0,0,21.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,6,10,1996
215,MUA216,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-07,0,0,28,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,7,10,1996
216,MUA217,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-08,0,0,14.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,8,10,1996
217,MUA218,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-09,0,0,4.5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,9,10,1996
218,MUA219,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-10,0,0,16.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,10,10,1996
219,MUA220,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-11,0,0,56.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,11,10,1996
220,MUA221,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-12,0,0,5.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,12,10,1996
221,MUA222,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-13,0,0,66.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,13,10,1996
222,MUA223,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-15,0,0,6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,15,10,1996
223,MUA224,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-16,0,0,11,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,16,10,1996
224,MUA225,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-19,0,0,12.5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,19,10,1996
225,MUA226,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-20,0,0,1.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,20,10,1996
226,MUA227,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-23,0,0,19.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,23,10,1996
227,MUA228,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-24,0,0,7.7,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,24,10,1996
228,MUA229,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-25,0,0,6.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,25,10,1996
229,MUA230,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-26,0,0,6.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,26,10,1996
230,MUA231,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-29,0,0,3.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,29,10,1996
231,MUA232,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-30,0,0,29.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,30,10,1996
232,MUA233,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-10-31,0,0,1.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,31,10,1996
233,MUA234,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-02,0,0,24.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,2,11,1996
234,MUA235,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-03,0,0,9.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,3,11,1996
235,MUA236,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-04,0,0,2.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,4,11,1996
236,MUA237,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-05,0,0,5.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,5,11,1996
237,MUA238,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-06,0,0,8.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,6,11,1996
238,MUA239,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-07,0,0,41.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,7,11,1996
239,MUA240,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-09,0,0,26.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,9,11,1996
240,MUA241,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-10,0,0,24.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,10,11,1996
241,MUA242,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-12,0,0,7.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,12,11,1996
242,MUA243,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-13,0,0,1.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,13,11,1996
243,MUA244,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-16,0,0,31.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,16,11,1996
244,MUA245,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-18,0,0,13.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,18,11,1996
245,MUA246,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-19,0,0,3.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,19,11,1996
246,MUA247,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-20,0,0,12.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,20,11,1996
247,MUA248,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-23,0,0,21.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,23,11,1996
248,MUA249,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-26,0,0,0.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,26,11,1996
249,MUA250,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-11-28,0,0,0.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,28,11,1996
250,MUA251,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-12-01,0,0,8.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,1,12,1996
251,MUA252,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-12-02,0,0,21.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,2,12,1996
252,MUA253,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-12-03,0,0,0.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,3,12,1996
253,MUA254,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-12-04,0,0,1.4,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,4,12,1996
254,MUA255,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-12-06,0,0,0.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,6,12,1996
255,MUA256,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-12-19,0,0,5.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,19,12,1996
256,MUA257,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1996-12-20,0,0,1.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,20,12,1996
257,MUA258,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1997-01-26,0,0,3.1,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,26,1,1997
258,MUA259,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1997-01-27,0,0,0.9,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,27,1,1997
259,MUA260,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1997-02-02,0,0,4.6,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,2,2,1997
260,MUA261,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1997-02-11,0,0,10.8,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,11,2,1997
261,MUA262,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1997-02-12,0,0,7.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,12,2,1997
262,MUA263,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1997-02-13,0,0,1.5,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,13,2,1997
263,MUA264,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1997-03-06,0,0,10.2,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,6,3,1997
264,MUA265,An Phú, ,"UBND Xã An Phú, Huyện Củ Chi", ,1997-03-17,0,0,9.3,27502,783,Tổng hợp từ số liệu CCTL (Mua - An Phu),106.506667,11.111667,17,3,1997
