FID,IDtramMucN,tenTram,gio,ngay,toaDoX,toaDoY,mucNuoc,doCaoDinhT,doCaoChanT,baoDongI,baoDongII,baoDongIII,maXa,maHuyen,ghiChu,kinhDo,viDo,day,month,year
1003,MN1004,Phú An, ,2009-11-30,0,0,0,1.23,-1.16,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,30,11,2009
1004,MN1005,Phú An, ,2009-12-01,0,0,0,1.22,-1.44,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,1,12,2009
1005,MN1006,Phú An, ,2009-12-02,0,0,0,1.32,-1.55,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,2,12,2009
1006,MN1007,Phú An, ,2009-12-03,0,0,0,1.4,-1.6,1,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,3,12,2009
1007,MN1008,Phú An, ,2009-12-04,0,0,0,1.44,-1.56,1,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,4,12,2009
1008,MN1009,Phú An, ,2009-12-05,0,0,0,1.46,-1.63,1,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,5,12,2009
1009,MN1010,Phú An, ,2009-12-06,0,0,0,1.4,-1.61,1,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,6,12,2009
1010,MN1011,Phú An, ,2009-12-07,0,0,0,1.29,-1.57,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,7,12,2009
1011,MN1012,Phú An, ,2009-12-08,0,0,0,1.26,-1.42,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,8,12,2009
1012,MN1013,Phú An, ,2009-12-09,0,0,0,1.28,-1.25,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,9,12,2009
1013,MN1014,Phú An, ,2009-12-10,0,0,0,0.77,-0.89,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,10,12,2009
1014,MN1015,Phú An, ,2009-12-11,0,0,0,1.28,-0.45,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,11,12,2009
1015,MN1016,Phú An, ,2009-12-12,0,0,0,1.25,-1.07,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,12,12,2009
1016,MN1017,Phú An, ,2009-12-13,0,0,0,1.2,-1.34,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,13,12,2009
1017,MN1018,Phú An, ,2009-12-14,0,0,0,1.17,-1.56,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,14,12,2009
1018,MN1019,Phú An, ,2009-12-15,0,0,0,1.17,-1.68,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,15,12,2009
1019,MN1020,Phú An, ,2009-12-16,0,0,0,1.2,-1.79,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,16,12,2009
1020,MN1021,Phú An, ,2009-12-17,0,0,0,1.25,-1.68,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,17,12,2009
1021,MN1022,Phú An, ,2009-12-18,0,0,0,1.27,-1.65,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,18,12,2009
1022,MN1023,Phú An, ,2009-12-19,0,0,0,1.31,-1.46,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,19,12,2009
1023,MN1024,Phú An, ,2009-12-20,0,0,0,1.24,-1.38,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,20,12,2009
1024,MN1025,Phú An, ,2009-12-21,0,0,0,1.21,-1.28,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,21,12,2009
1025,MN1026,Phú An, ,2009-12-22,0,0,0,1.22,-1.21,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,22,12,2009
1026,MN1027,Phú An, ,2009-12-23,0,0,0,1.14,-1.18,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,23,12,2009
1027,MN1028,Phú An, ,2009-12-24,0,0,0,1.13,-1.02,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,24,12,2009
1028,MN1029,Phú An, ,2009-12-25,0,0,0,1.09,-0.73,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,25,12,2009
1029,MN1030,Phú An, ,2009-12-26,0,0,0,1.11,-0.54,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,26,12,2009
1030,MN1031,Phú An, ,2009-12-27,0,0,0,0.61,-0.89,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,27,12,2009
1031,MN1032,Phú An, ,2009-12-28,0,0,0,1.04,-1.18,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,28,12,2009
1032,MN1033,Phú An, ,2009-12-29,0,0,0,1.13,-1.38,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,29,12,2009
1033,MN1034,Phú An, ,2009-12-30,0,0,0,1.14,-1.7,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,30,12,2009
1034,MN1035,Phú An, ,2009-12-31,0,0,0,1.27,-1.8,0,0,0,26740,760,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7077778,10.77861111,31,12,2009
1035,MN1036,Nhà Bè, ,2009-01-01,0,0,0,1.17,-1.7,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,1,1,2009
1036,MN1037,Nhà Bè, ,2009-01-02,0,0,0,1.24,-1.37,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,2,1,2009
1037,MN1038,Nhà Bè, ,2009-01-03,0,0,0,1.16,-0.94,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,3,1,2009
1038,MN1039,Nhà Bè, ,2009-01-04,0,0,0,1.22,-0.82,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,4,1,2009
1039,MN1040,Nhà Bè, ,2009-01-05,0,0,0,1.18,-0.47,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,5,1,2009
1040,MN1041,Nhà Bè, ,2009-01-06,0,0,0,1.19,-0.83,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,6,1,2009
1041,MN1042,Nhà Bè, ,2009-01-07,0,0,0,1.18,-1.17,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,7,1,2009
1042,MN1043,Nhà Bè, ,2009-01-08,0,0,0,1.06,-1.57,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,8,1,2009
1043,MN1044,Nhà Bè, ,2009-01-09,0,0,0,1.23,-1.74,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,9,1,2009
1044,MN1045,Nhà Bè, ,2009-01-10,0,0,0,1.3,-1.91,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,10,1,2009
1045,MN1046,Nhà Bè, ,2009-01-11,0,0,0,1.41,-1.94,1,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,11,1,2009
1046,MN1047,Nhà Bè, ,2009-01-12,0,0,0,1.44,-2,1,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,12,1,2009
1047,MN1048,Nhà Bè, ,2009-01-13,0,0,0,1.49,-1.8,1,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,13,1,2009
1048,MN1049,Nhà Bè, ,2009-01-14,0,0,0,1.5,-1.58,0,1,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,14,1,2009
1049,MN1050,Nhà Bè, ,2009-01-15,0,0,0,1.37,-1.46,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,15,1,2009
1050,MN1051,Nhà Bè, ,2009-01-16,0,0,0,1.27,-1.26,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,16,1,2009
1051,MN1052,Nhà Bè, ,2009-01-17,0,0,0,1.28,-1.07,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,17,1,2009
1052,MN1053,Nhà Bè, ,2009-01-18,0,0,0,1.21,-0.65,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,18,1,2009
1053,MN1054,Nhà Bè, ,2009-01-19,0,0,0,1.07,-0.8,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,19,1,2009
1054,MN1055,Nhà Bè, ,2009-01-20,0,0,0,0.88,-1.12,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,20,1,2009
1055,MN1056,Nhà Bè, ,2009-01-21,0,0,0,0.69,-1.39,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,21,1,2009
1056,MN1057,Nhà Bè, ,2009-01-22,0,0,0,0.84,-1.73,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,22,1,2009
1057,MN1058,Nhà Bè, ,2009-01-23,0,0,0,1,-1.78,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,23,1,2009
1058,MN1059,Nhà Bè, ,2009-01-24,0,0,0,1.13,-1.76,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,24,1,2009
1059,MN1060,Nhà Bè, ,2009-01-25,0,0,0,1.12,-1.69,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,25,1,2009
1060,MN1061,Nhà Bè, ,2009-01-26,0,0,0,1.1,-1.79,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,26,1,2009
1061,MN1062,Nhà Bè, ,2009-01-27,0,0,0,1.13,-1.72,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,27,1,2009
1062,MN1063,Nhà Bè, ,2009-01-28,0,0,0,1.23,-1.6,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,28,1,2009
1063,MN1064,Nhà Bè, ,2009-01-29,0,0,0,1.24,-1.59,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,29,1,2009
1064,MN1065,Nhà Bè, ,2009-01-30,0,0,0,1.2,-1.52,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,30,1,2009
1065,MN1066,Nhà Bè, ,2009-01-31,0,0,0,1.23,-1.28,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,31,1,2009
1066,MN1067,Nhà Bè, ,2009-02-01,0,0,0,1.15,-1.09,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,1,2,2009
1067,MN1068,Nhà Bè, ,2009-02-02,0,0,0,1.11,-0.93,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,2,2,2009
1068,MN1069,Nhà Bè, ,2009-02-03,0,0,0,1.08,-1.09,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,3,2,2009
1069,MN1070,Nhà Bè, ,2009-02-04,0,0,0,1.08,-1.28,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,4,2,2009
1070,MN1071,Nhà Bè, ,2009-02-05,0,0,0,1.05,-1.47,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,5,2,2009
1071,MN1072,Nhà Bè, ,2009-02-06,0,0,0,1.03,-1.78,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,6,2,2009
1072,MN1073,Nhà Bè, ,2009-02-07,0,0,0,1.09,-1.93,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,7,2,2009
1073,MN1074,Nhà Bè, ,2009-02-08,0,0,0,1.12,-2.1,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,8,2,2009
1074,MN1075,Nhà Bè, ,2009-02-09,0,0,0,1.25,-2.04,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,9,2,2009
1075,MN1076,Nhà Bè, ,2009-02-10,0,0,0,1.38,-1.92,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,10,2,2009
1076,MN1077,Nhà Bè, ,2009-02-11,0,0,0,1.4,-1.78,1,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,11,2,2009
1077,MN1078,Nhà Bè, ,2009-02-12,0,0,0,1.38,-1.6,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,12,2,2009
1078,MN1079,Nhà Bè, ,2009-02-13,0,0,0,1.21,-1.48,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,13,2,2009
1079,MN1080,Nhà Bè, ,2009-02-14,0,0,0,1.12,-1.3,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,14,2,2009
1080,MN1081,Nhà Bè, ,2009-02-15,0,0,0,1.07,-1.27,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,15,2,2009
1081,MN1082,Nhà Bè, ,2009-02-16,0,0,0,0.98,-1.45,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,16,2,2009
1082,MN1083,Nhà Bè, ,2009-02-17,0,0,0,0.88,-1.39,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,17,2,2009
1083,MN1084,Nhà Bè, ,2009-02-18,0,0,0,0.76,-1.3,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,18,2,2009
1084,MN1085,Nhà Bè, ,2009-02-19,0,0,0,0.82,-1.35,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,19,2,2009
1085,MN1086,Nhà Bè, ,2009-02-20,0,0,0,0.94,-1.46,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,20,2,2009
1086,MN1087,Nhà Bè, ,2009-02-21,0,0,0,1.04,-1.59,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,21,2,2009
1087,MN1088,Nhà Bè, ,2009-02-22,0,0,0,1.02,-1.68,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,22,2,2009
1088,MN1089,Nhà Bè, ,2009-02-23,0,0,0,1.07,-1.81,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,23,2,2009
1089,MN1090,Nhà Bè, ,2009-02-24,0,0,0,1.08,-1.8,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,24,2,2009
1090,MN1091,Nhà Bè, ,2009-02-25,0,0,0,1.1,-1.75,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,25,2,2009
1091,MN1092,Nhà Bè, ,2009-02-26,0,0,0,1.16,-1.65,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,26,2,2009
1092,MN1093,Nhà Bè, ,2009-02-27,0,0,0,1.23,-1.54,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,27,2,2009
1093,MN1094,Nhà Bè, ,2009-02-28,0,0,0,1.18,-1.38,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,28,2,2009
1094,MN1095,Nhà Bè, ,2009-03-01,0,0,0,1.19,-1.21,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,1,3,2009
1095,MN1096,Nhà Bè, ,2009-03-02,0,0,0,1.25,-1.3,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,2,3,2009
1096,MN1097,Nhà Bè, ,2009-03-03,0,0,0,1.25,-1.3,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,3,3,2009
1097,MN1098,Nhà Bè, ,2009-03-04,0,0,0,1.1,-1.34,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,4,3,2009
1098,MN1099,Nhà Bè, ,2009-03-05,0,0,0,0.98,-1.57,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,5,3,2009
1099,MN1100,Nhà Bè, ,2009-03-06,0,0,0,0.96,-1.73,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,6,3,2009
1100,MN1101,Nhà Bè, ,2009-03-07,0,0,0,1.06,-1.86,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,7,3,2009
1101,MN1102,Nhà Bè, ,2009-03-08,0,0,0,1.08,-1.96,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,8,3,2009
1102,MN1103,Nhà Bè, ,2009-03-09,0,0,0,1.2,-1.83,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,9,3,2009
1103,MN1104,Nhà Bè, ,2009-03-10,0,0,0,1.24,-1.68,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,10,3,2009
1104,MN1105,Nhà Bè, ,2009-03-11,0,0,0,1.37,-1.47,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,11,3,2009
1105,MN1106,Nhà Bè, ,2009-03-12,0,0,0,1.34,-1.42,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,12,3,2009
1106,MN1107,Nhà Bè, ,2009-03-13,0,0,0,1.29,-1.28,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,13,3,2009
1107,MN1108,Nhà Bè, ,2009-03-14,0,0,0,1.28,-1.31,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,14,3,2009
1108,MN1109,Nhà Bè, ,2009-03-15,0,0,0,1.3,-1.21,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,15,3,2009
1109,MN1110,Nhà Bè, ,2009-03-16,0,0,0,1.19,-1.18,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,16,3,2009
1110,MN1111,Nhà Bè, ,2009-03-17,0,0,0,1.08,-1.35,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,17,3,2009
1111,MN1112,Nhà Bè, ,2009-03-18,0,0,0,0.9,-1.36,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,18,3,2009
1112,MN1113,Nhà Bè, ,2009-03-19,0,0,0,0.7,-1.33,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,19,3,2009
1113,MN1114,Nhà Bè, ,2009-03-20,0,0,0,0.76,-1.31,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,20,3,2009
1114,MN1115,Nhà Bè, ,2009-03-21,0,0,0,0.84,-1.37,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,21,3,2009
1115,MN1116,Nhà Bè, ,2009-03-22,0,0,0,0.86,-1.55,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,22,3,2009
1116,MN1117,Nhà Bè, ,2009-03-23,0,0,0,0.9,-1.74,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,23,3,2009
1117,MN1118,Nhà Bè, ,2009-03-24,0,0,0,0.93,-1.78,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,24,3,2009
1118,MN1119,Nhà Bè, ,2009-03-25,0,0,0,0.93,-1.72,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,25,3,2009
1119,MN1120,Nhà Bè, ,2009-03-26,0,0,0,1.07,-1.56,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,26,3,2009
1120,MN1121,Nhà Bè, ,2009-03-27,0,0,0,1.1,-1.45,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,27,3,2009
1121,MN1122,Nhà Bè, ,2009-03-28,0,0,0,1.18,1.13,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,28,3,2009
1122,MN1123,Nhà Bè, ,2009-03-29,0,0,0,1.18,-1.6,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,29,3,2009
1123,MN1124,Nhà Bè, ,2009-03-30,0,0,0,1.25,-1.73,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,30,3,2009
1124,MN1125,Nhà Bè, ,2009-03-31,0,0,0,1.3,-1.71,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,31,3,2009
1125,MN1126,Nhà Bè, ,2009-04-01,0,0,0,1.28,-1.69,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,1,4,2009
1126,MN1127,Nhà Bè, ,2009-04-02,0,0,0,1.12,-1.58,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,2,4,2009
1127,MN1128,Nhà Bè, ,2009-04-03,0,0,0,1.02,-1.61,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,3,4,2009
1128,MN1129,Nhà Bè, ,2009-04-04,0,0,0,1.14,-1.6,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,4,4,2009
1129,MN1130,Nhà Bè, ,2009-04-05,0,0,0,1.19,-1.59,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,5,4,2009
1130,MN1131,Nhà Bè, ,2009-04-06,0,0,0,1.21,-1.46,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,6,4,2009
1131,MN1132,Nhà Bè, ,2009-04-07,0,0,0,1.26,-1.29,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,7,4,2009
1132,MN1133,Nhà Bè, ,2009-04-08,0,0,0,1.27,-1.19,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,8,4,2009
1133,MN1134,Nhà Bè, ,2009-04-09,0,0,0,1.3,-1.04,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,9,4,2009
1134,MN1135,Nhà Bè, ,2009-04-10,0,0,0,1.32,-1.31,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,10,4,2009
1135,MN1136,Nhà Bè, ,2009-04-11,0,0,0,1.36,-1.57,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,11,4,2009
1136,MN1137,Nhà Bè, ,2009-04-12,0,0,0,1.22,-0.49,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,12,4,2009
1137,MN1138,Nhà Bè, ,2009-04-13,0,0,0,1.16,-1.72,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,13,4,2009
1138,MN1139,Nhà Bè, ,2009-04-14,0,0,0,1.03,-1.78,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,14,4,2009
1139,MN1140,Nhà Bè, ,2009-04-15,0,0,0,0.83,-1.88,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,15,4,2009
1140,MN1141,Nhà Bè, ,2009-04-16,0,0,0,0.7,-1.92,0,0,0,27658,786,Tổng hợp từ số liệu CCTL (muc nuoc 2008-2022),106.7347222,10.63944444,16,4,2009
